,Column,Nid,Date,Region,Location Name or Route,dt,match,score,latitute,longitude,m_sName,m_iID,m_sAliasTo,m_sNote,m_sCanyon,m_sElevation,m_sViewHeading,m_sViewDistance,slope_x,aspect_x,avy_elevat_x,slope_y,aspect_y,avy_elevat_y
973,1690,16029,03/9/2013,Salt Lake,alexander basin,2013-03-09,alexander basin,100,40.681283,-111.677406,alexander basin,1245,,,Mill Creek Canyon,-1,185,3000,15.71047,42.07593,2568.22681,15.71047,42.07593,2568.22681
974,1691,16031,03/9/2013,Salt Lake,"little pine, lcc",2013-03-09,little pine,95,40.584264,-111.686197,little pine,3073,,,Little Cottonwood Canyon,-1,355,2500,46.49839,129.9325,2923.27832,46.49839,129.9325,2923.27832
975,1696,15960,03/5/2013,Salt Lake,little superior west of the black knob,2013-03-05,black knob,90,40.59317,-111.661559,black knob,3112,Little Superior,,Big Cottonwood Canyon;Little Cottonwood Canyon,10489,320,700,29.18239,319.31097,3172.38867,29.18239,319.31097,3172.38867
976,1697,15963,03/5/2013,Salt Lake,north superior,2013-03-05,superior,90,40.592166,-111.666973,superior,2854,,,Big Cottonwood Canyon;Little Cottonwood Canyon,11050,295,1500,20.04864,230.25876,3347.46851,20.04864,230.25876,3347.46851
977,1698,15965,03/5/2013,Salt Lake,superior,2013-03-05,superior,100,40.592166,-111.666973,superior,2854,,,Big Cottonwood Canyon;Little Cottonwood Canyon,11050,295,1500,20.04864,230.25876,3347.46851,20.04864,230.25876,3347.46851
978,1699,15940,03/4/2013,Salt Lake,reynolds peak,2013-03-04,reynolds peak,100,40.662038,-111.645667,reynolds peak,2103,,,Big Cottonwood Canyon,9422,5,3000,19.4631,206.88184,2860.59937,19.4631,206.88184,2860.59937
979,1700,15941,03/4/2013,Salt Lake,superior,2013-03-04,superior,100,40.592166,-111.666973,superior,2854,,,Big Cottonwood Canyon;Little Cottonwood Canyon,11050,295,1500,20.04864,230.25876,3347.46851,20.04864,230.25876,3347.46851
980,1701,15944,03/4/2013,Salt Lake,cardiac ridge,2013-03-04,cardiac ridge,100,40.596963,-111.667777,cardiac ridge,2718,,,Big Cottonwood Canyon,-1,235,1200,42.30051,236.86736,3254.43359,42.30051,236.86736,3254.43359
981,1703,15949,03/4/2013,Salt Lake,canyons sidecountry - dutch draw,2013-03-04,dutch draw,90,40.656608,-111.586831,dutch draw,5150,,,Summit County,-1,230,2800,12.81241,70.85322,2768.01001,12.81241,70.85322,2768.01001
983,1705,15939,03/4/2013,Salt Lake,days fork - jaws,2013-03-04,days fork,90,40.615511,-111.634556,days fork,2595,,,Big Cottonwood Canyon,-1,180,2500,14.71154,16.7914,2651.24097,14.71154,16.7914,2651.24097
984,1707,15918,03/3/2013,Salt Lake,cardiff fork,2013-03-03,cardiff fork,100,40.61987,-111.6545,cardiff fork,2645,,Cardiff Fork LF is also known as LF Mill D South Fork,Big Cottonwood Canyon,-1,190,3000,17.1262,66.80544,2522.93091,17.1262,66.80544,2522.93091
985,1713,15902,03/2/2013,Salt Lake,main porter fork,2013-03-02,main porter fork,100,40.669689,-111.711657,main porter fork,1291,,,Mill Creek Canyon,-1,200,3000,5.29208,35.9125,2437.38306,5.29208,35.9125,2437.38306
986,1717,15863,02/28/2013,Salt Lake,wyatt couloir,2013-02-28,wyatt couloir,100,40.595856,-111.667172,wyatt couloir,2717,,,Big Cottonwood Canyon,-1,268,400,40.15396,268.7197,3259.46313,40.15396,268.7197,3259.46313
987,1718,15865,02/26/2013,Salt Lake,pc ridgeline - shale shot,2013-02-26,shale shot,90,40.681668,-111.596196,shale shot,5007,,Shale Shot LF is also known as LF Shell Shock,Summit County,-1,140,600,21.64688,358.62625,2682.37524,21.64688,358.62625,2682.37524
988,1720,15821,02/25/2013,Salt Lake,silver spur,2013-02-25,silver spur,100,40.538805,-111.649547,silver spur,6076,,,Utah County,-1,0,1500,22.84294,173.50986,3130.19507,22.84294,173.50986,3130.19507
989,1721,15806,02/25/2013,Salt Lake,hellgate,2013-02-25,east hellgate,90,40.591842,-111.648443,east hellgate,3131,,,Little Cottonwood Canyon,-1,350,1500,30.08433,144.91263,2930.81348,30.08433,144.91263,2930.81348
990,1722,15812,02/25/2013,Salt Lake,toledo chute area,2013-02-25,toledo chute,95,40.597272,-111.647312,toledo chute,3142,,,Little Cottonwood Canyon,-1,305,1000,41.02409,133.87978,3083.36743,41.02409,133.87978,3083.36743
992,1724,15787,02/24/2013,Salt Lake,two trees gully,2013-02-24,two trees,90,40.594036,-111.655876,two trees,3145,,,Little Cottonwood Canyon,-1,340,900,42.66582,131.38208,3038.52881,42.66582,131.38208,3038.52881
993,1725,15790,02/24/2013,Salt Lake,the abyss ,2013-02-24,abyss,90,40.654106,-111.750683,abyss,4019,,,Neffs Canyon,-1,175,1400,29.53849,57.17752,2764.00635,29.53849,57.17752,2764.00635
996,1728,15810,02/24/2013,Salt Lake,upper toledo bowl,2013-02-24,toledo bowl,90,40.598509,-111.645282,toledo bowl,3143,,,Little Cottonwood Canyon,-1,335,800,21.13113,137.48256,3049.26196,21.13113,137.48256,3049.26196
997,1730,15804,02/23/2013,Salt Lake,dry fork ridgline between supreme top and rocky point,2013-02-23,dry fork,90,40.554474,-111.583377,dry fork,6315,,,Utah County,-1,0,3000,15.91153,108.47579,2574.26831,15.91153,108.47579,2574.26831
999,1733,15703,02/19/2013,Salt Lake,east cirque hogum fork,2013-02-19,hogum fork,90,40.557207,-111.718865,hogum fork,3680,,The correct pronunciation of Hogum LF is ''hog'' (like the animal) ''um'' LF because hogs were raised in this canyon.,Little Cottonwood Canyon,-1,185,4000,24.35741,49.25731,2483.55029,24.35741,49.25731,2483.55029
1000,1734,15704,02/19/2013,Salt Lake,east cirque hogum fork,2013-02-19,hogum fork,90,40.557207,-111.718865,hogum fork,3680,,The correct pronunciation of Hogum LF is ''hog'' (like the animal) ''um'' LF because hogs were raised in this canyon.,Little Cottonwood Canyon,-1,185,4000,24.35741,49.25731,2483.55029,24.35741,49.25731,2483.55029
1002,1737,15663,02/17/2013,Salt Lake,little water peak,2013-02-17,little water peak,100,40.6719,-111.6277,little water peak,1161,,,Mill Creek Canyon;Big Cottonwood Canyon,9605,130,2000,9.55288,235.15984,2912.62915,9.55288,235.15984,2912.62915
1004,1741,15635,02/15/2013,Salt Lake,emma #1 / emma #2,2013-02-15,emma #1,90,40.598663,-111.636283,emma #1,3159,,,Little Cottonwood Canyon,-1,355,1300,31.10854,160.46472,3032.26025,31.10854,160.46472,3032.26025
1005,1743,15632,02/14/2013,Salt Lake,obelisk,2013-02-14,the obelisk,90,40.545198,-111.709821,the obelisk,3685,,The Obelisk LF is also known as LF Monolith,Little Cottonwood Canyon,-1,250,900,20.89008,258.55881,3195.95972,20.89008,258.55881,3195.95972
1006,1746,15591,02/12/2013,Salt Lake,little superior,2013-02-12,little superior,100,40.59317,-111.661559,little superior,3111,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10489,320,700,29.18239,319.31097,3172.38867,29.18239,319.31097,3172.38867
1007,1747,15578,02/11/2013,Salt Lake,broads fork - dromedary ridgeline,2013-02-11,broads fork,90,40.617894,-111.720238,broads fork,2895,,,Big Cottonwood Canyon,-1,160,2500,17.49144,351.94379,2350.58154,17.49144,351.94379,2350.58154
1008,1748,15558,02/10/2013,Salt Lake,broad's fork - diving board,2013-02-10,diving board,90,40.601982,-111.719987,diving board,2916,,,Big Cottonwood Canyon,-1,215,1000,37.7956,39.77826,2939.35205,37.7956,39.77826,2939.35205
1009,1751,15424,02/3/2013,Salt Lake,silver fork headwall,2013-02-03,silver fork headwall,100,40.599156,-111.626907,silver fork headwall,2547,,,Big Cottonwood Canyon,-1,180,1000,42.13863,10.46025,2958.45288,42.13863,10.46025,2958.45288
1010,1752,15426,02/3/2013,Salt Lake,back side of no name peak,2013-02-03,no name peak,90,40.540997,-111.68386,no name peak,3519,,"This peak is known as No Name Peak, LF Lightning Peak, Lake Peak, LF and Thunder Mountain.",Little Cottonwood Canyon,10718,175,2100,33.82166,254.35515,3226.83643,33.82166,254.35515,3226.83643
1011,1758,15414,02/3/2013,Salt Lake,y-not in mary ellen drainaige of american fork,2013-02-03,mary ellen,90,40.546785,-111.647362,mary ellen,6139,,,Utah County,-1,295,2000,19.91178,118.02183,3209.02026,19.91178,118.02183,3209.02026
1012,1764,15386,02/2/2013,Salt Lake,upper days fork,2013-02-02,days fork,90,40.615511,-111.634556,days fork,2595,,,Big Cottonwood Canyon,-1,180,2500,14.71154,16.7914,2651.24097,14.71154,16.7914,2651.24097
1013,1767,15405,02/2/2013,Salt Lake,ants knolls,2013-02-02,ant knolls,95,40.551224,-111.570457,ant knolls,6235,,,Utah County;Wasatch County,9860,220,2100,3.91594,322.74161,3006.15479,3.91594,322.74161,3006.15479
1014,1769,15411,02/2/2013,Salt Lake,n face peak 9924 on broads / mill b south ridge line,2013-02-02,peak 9924,90,40.60375,-111.70778,peak 9924,2920,,,Big Cottonwood Canyon,9924,155,2000,32.30151,266.92627,2998.34668,32.30151,266.92627,2998.34668
1015,1771,15497,02/1/2013,Salt Lake,mill canyon peak,2013-02-01,mill canyon peak,100,40.49614,-111.576455,mill canyon peak,6200,,,Utah County;Wasatch County,10349,0,2500,2.45138,320.74506,3147.04321,2.45138,320.74506,3147.04321
1016,1773,15523,02/1/2013,Salt Lake,sundial,2013-02-01,the sundial,90,40.598444,-111.685553,the sundial,2853,,,Big Cottonwood Canyon,10320,145,2000,47.70158,239.34009,3094.56616,47.70158,239.34009,3094.56616
1017,1774,15369,02/1/2013,Salt Lake,dry fork,2013-02-01,dry fork,100,40.554474,-111.583377,dry fork,6315,,,Utah County,-1,0,3000,15.91153,108.47579,2574.26831,15.91153,108.47579,2574.26831
1020,1780,15406,02/1/2013,Salt Lake,mary ellen bowl,2013-02-01,mary ellen,90,40.546785,-111.647362,mary ellen,6139,,,Utah County,-1,295,2000,19.91178,118.02183,3209.02026,19.91178,118.02183,3209.02026
1022,1783,15336,01/31/2013,Salt Lake,south monitor,2013-01-31,south monitor,100,40.63419,-111.573742,south monitor,5228,,,Summit County,-1,230,1500,32.90428,88.92542,2941.15845,32.90428,88.92542,2941.15845
1024,1789,15257,01/28/2013,Salt Lake,maybird apron,2013-01-28,maybird aprons,96,40.557343,-111.70944,maybird aprons,3668,,,Little Cottonwood Canyon,-1,245,1500,29.78203,44.42087,2701.3418,29.78203,44.42087,2701.3418
1027,1792,15225,01/27/2013,Salt Lake,snake creek,2013-01-27,snake creek,100,40.569477,-111.5661,snake creek,5525,,,Wasatch County,-1,295,2000,21.01562,39.19556,2471.23535,21.01562,39.19556,2471.23535
1028,1793,15234,01/27/2013,Salt Lake,desolation ridge,2013-01-27,west desolation ridge,95,40.655031,-111.611537,west desolation ridge,2144,,,Big Cottonwood Canyon,-1,0,1300,4.0018,229.70912,2917.55444,4.0018,229.70912,2917.55444
1029,1794,15209,01/26/2013,Salt Lake,red pine canyon,2013-01-26,red pine canyon,100,40.670485,-111.588281,red pine canyon,5040,,,Summit County,-1,230,2900,17.34484,49.31932,2571.7522,17.34484,49.31932,2571.7522
1030,1795,15214,01/26/2013,Salt Lake,red baldy,2013-01-26,red baldy,100,40.540299,-111.667211,red baldy,3506,,,Little Cottonwood Canyon;Utah County,11171,130,2000,31.66802,316.15115,3339.63354,31.66802,316.15115,3339.63354
1032,1805,15146,01/23/2013,Salt Lake,"white pine fork, east of white pine lake",2013-01-23,white pine,90,40.584078,-111.691215,white pine,3071,,Don't confuse this with LF White Pine Fork LF on the south side of the road.,Little Cottonwood Canyon,-1,345,2000,45.19536,151.57095,2869.50684,45.19536,151.57095,2869.50684
1034,1809,15058,01/17/2013,Salt Lake,cardiac ridge,2013-01-17,cardiac ridge,100,40.596963,-111.667777,cardiac ridge,2718,,,Big Cottonwood Canyon,-1,235,1200,42.30051,236.86736,3254.43359,42.30051,236.86736,3254.43359
1035,1810,15041,01/16/2013,Salt Lake,two trees east of little superior,2013-01-16,little superior,90,40.59317,-111.661559,little superior,3111,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10489,320,700,29.18239,319.31097,3172.38867,29.18239,319.31097,3172.38867
1036,1811,15020,01/15/2013,Salt Lake,superior,2013-01-15,superior,100,40.592166,-111.666973,superior,2854,,,Big Cottonwood Canyon;Little Cottonwood Canyon,11050,295,1500,20.04864,230.25876,3347.46851,20.04864,230.25876,3347.46851
1037,1812,15036,01/15/2013,Salt Lake,east shoulder of little superior ,2013-01-15,little superior,90,40.59317,-111.661559,little superior,3111,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10489,320,700,29.18239,319.31097,3172.38867,29.18239,319.31097,3172.38867
1038,1813,15073,01/15/2013,Salt Lake,major evans,2013-01-15,major evans,100,40.536358,-111.644438,major evans,6121,,,Utah County,-1,0,1300,25.77844,145.39432,3074.7439,25.77844,145.39432,3074.7439
1039,1814,14982,01/13/2013,Salt Lake,west monitor,2013-01-13,west monitor,100,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
1040,1815,14976,01/13/2013,Salt Lake,cardiac ridge,2013-01-13,cardiac ridge,100,40.596963,-111.667777,cardiac ridge,2718,,,Big Cottonwood Canyon,-1,235,1200,42.30051,236.86736,3254.43359,42.30051,236.86736,3254.43359
1041,1816,14996,01/13/2013,Salt Lake,west monitor,2013-01-13,west monitor,100,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
1042,1817,14954,01/12/2013,Salt Lake,west willow ridge,2013-01-12,west willow,90,40.645999,-111.597755,west willow,2180,,,Big Cottonwood Canyon,-1,235,500,38.2995,85.46362,2891.42847,38.2995,85.46362,2891.42847
1043,1818,14955,01/12/2013,Salt Lake,mt. aire,2013-01-12,mt. aire,100,40.719946,-111.695162,mt. aire,1085,,,Mill Creek Canyon,8621,0,2000,11.84416,255.84695,2622.38232,11.84416,255.84695,2622.38232
1044,1819,14956,01/12/2013,Salt Lake,mt. aire,2013-01-12,mt. aire,100,40.719946,-111.695162,mt. aire,1085,,,Mill Creek Canyon,8621,0,2000,11.84416,255.84695,2622.38232,11.84416,255.84695,2622.38232
1045,1820,14958,01/12/2013,Salt Lake,west porter fork,2013-01-12,west porter fork,100,40.674849,-111.719031,west porter fork,1292,,,Mill Creek Canyon,-1,210,1500,24.87793,38.25454,2500.98853,24.87793,38.25454,2500.98853
1047,1822,14961,01/12/2013,Salt Lake,scotty's bowl/white pine,2013-01-12,white pine,90,40.584078,-111.691215,white pine,3071,,Don't confuse this with LF White Pine Fork LF on the south side of the road.,Little Cottonwood Canyon,-1,345,2000,45.19536,151.57095,2869.50684,45.19536,151.57095,2869.50684
1048,1823,14980,01/12/2013,Salt Lake,broads fork,2013-01-12,broads fork,100,40.617894,-111.720238,broads fork,2895,,,Big Cottonwood Canyon,-1,160,2500,17.49144,351.94379,2350.58154,17.49144,351.94379,2350.58154
1049,1824,14981,01/12/2013,Salt Lake,depth hoar bowl,2013-01-12,depth hoar bowl,100,40.677333,-111.682767,depth hoar bowl,1249,,,Mill Creek Canyon,-1,225,1100,38.05534,35.47275,2868.52881,38.05534,35.47275,2868.52881
1051,1828,14995,01/11/2013,Salt Lake,diving board,2013-01-11,diving board,100,40.601982,-111.719987,diving board,2916,,,Big Cottonwood Canyon,-1,215,1000,37.7956,39.77826,2939.35205,37.7956,39.77826,2939.35205
1052,1829,14922,01/11/2013,Salt Lake,alexander basin,2013-01-11,alexander basin,100,40.681283,-111.677406,alexander basin,1245,,,Mill Creek Canyon,-1,185,3000,15.71047,42.07593,2568.22681,15.71047,42.07593,2568.22681
1054,1834,14781,01/3/2013,Salt Lake,wolverine cirque,2013-01-03,wolverine cirque,100,40.587035,-111.605933,wolverine cirque,2455,,,Big Cottonwood Canyon,-1,195,700,23.43305,48.76762,3131.92773,23.43305,48.76762,3131.92773
1055,1835,14767,01/2/2013,Salt Lake,shale shot,2013-01-02,shale shot,100,40.681668,-111.596196,shale shot,5007,,Shale Shot LF is also known as LF Shell Shock,Summit County,-1,140,600,21.64688,358.62625,2682.37524,21.64688,358.62625,2682.37524
1056,1836,14759,01/1/2013,Salt Lake,alta / dry fork boundary,2013-01-01,dry fork,90,40.554474,-111.583377,dry fork,6315,,,Utah County,-1,0,3000,15.91153,108.47579,2574.26831,15.91153,108.47579,2574.26831
1057,1838,14738,12/31/2012,Salt Lake,broads fork,2012-12-31,broads fork,100,40.617894,-111.720238,broads fork,2895,,,Big Cottonwood Canyon,-1,160,2500,17.49144,351.94379,2350.58154,17.49144,351.94379,2350.58154
1059,1841,14654,12/28/2012,Salt Lake,main gobblers,2012-12-28,main gobblers,100,40.668846,-111.69073,main gobblers,1279,,Main Gobblers LF is also known as LF Northwest Face (Gobblers),Mill Creek Canyon,-1,130,2400,39.20329,302.53369,2803.05566,39.20329,302.53369,2803.05566
1060,1842,14694,12/28/2012,Salt Lake,"wall of voodoo, square top",2012-12-28,square top,90,40.664351,-111.600235,square top,5049,,,Big Cottonwood Canyon;Summit County,9780,240,3000,12.15291,141.26509,2981.64307,12.15291,141.26509,2981.64307
1061,1843,14732,12/28/2012,Salt Lake,gobblers knob,2012-12-28,gobblers knob,100,40.6707,-111.6829,gobblers knob,2082,,,Mill Creek Canyon;Big Cottonwood Canyon,10246,0,2000,23.35234,291.72321,3103.82007,23.35234,291.72321,3103.82007
1062,1844,14673,12/28/2012,Salt Lake,clayton's peak lackawaxen basin,2012-12-28,lackawaxen,90,40.593298,-111.560073,lackawaxen,5617,,,Wasatch County,-1,240,1400,30.90039,70.46631,3184.78296,30.90039,70.46631,3184.78296
1063,1845,14657,12/28/2012,Salt Lake,lake mary chutes,2012-12-28,mary chutes,95,40.591428,-111.586642,mary chutes,2330,,,Big Cottonwood Canyon,-1,225,500,42.15503,67.9001,2880.48145,42.15503,67.9001,2880.48145
1064,1848,14644,12/27/2012,Salt Lake,kessler,2012-12-27,east couloir (kessler),90,40.6255,-111.6679,east couloir (kessler),2759,,,Big Cottonwood Canyon,-1,255,1500,28.30848,76.33945,3143.6377,28.30848,76.33945,3143.6377
1065,1849,14642,12/27/2012,Salt Lake,days fork,2012-12-27,days fork,100,40.615511,-111.634556,days fork,2595,,,Big Cottonwood Canyon,-1,180,2500,14.71154,16.7914,2651.24097,14.71154,16.7914,2651.24097
1066,1850,14635,12/27/2012,Salt Lake,cinder chutes,2012-12-27,cinder chutes,100,40.67162,-111.599524,cinder chutes,5044,,,Summit County,-1,245,1000,31.61528,57.68208,2845.979,31.61528,57.68208,2845.979
1067,1853,14624,12/26/2012,Salt Lake,"west facing white pine, lcc",2012-12-26,white pine,90,40.584078,-111.691215,white pine,3071,,Don't confuse this with LF White Pine Fork LF on the south side of the road.,Little Cottonwood Canyon,-1,345,2000,45.19536,151.57095,2869.50684,45.19536,151.57095,2869.50684
1068,1856,14565,12/23/2012,Salt Lake,cardiff fork,2012-12-23,cardiff fork,100,40.61987,-111.6545,cardiff fork,2645,,Cardiff Fork LF is also known as LF Mill D South Fork,Big Cottonwood Canyon,-1,190,3000,17.1262,66.80544,2522.93091,17.1262,66.80544,2522.93091
1069,1857,14569,12/23/2012,Salt Lake,murdock dirt chute,2012-12-23,dirt chute,90,40.694484,-111.602061,dirt chute,4510,,,Lambs Canyon,-1,190,700,22.85126,26.22558,2758.63135,22.85126,26.22558,2758.63135
1071,1864,14494,12/20/2012,Salt Lake,maybird gulch ,2012-12-20,maybird gulch,100,40.55597,-111.707315,maybird gulch,3665,,,Little Cottonwood Canyon,-1,170,3000,20.05703,3.65349,2727.32324,20.05703,3.65349,2727.32324
1072,1868,14469,12/19/2012,Salt Lake,dutch draw,2012-12-19,dutch draw,100,40.656608,-111.586831,dutch draw,5150,,,Summit County,-1,230,2800,12.81241,70.85322,2768.01001,12.81241,70.85322,2768.01001
1073,1872,14452,12/18/2012,Salt Lake,"lackawaxen area/clayton's peak e, ne facing",2012-12-18,lackawaxen,90,40.593298,-111.560073,lackawaxen,5617,,,Wasatch County,-1,240,1400,30.90039,70.46631,3184.78296,30.90039,70.46631,3184.78296
1075,1874,14522,12/18/2012,Salt Lake,mary ellen's gulch,2012-12-18,mary ellen gulch,95,40.537342,-111.627085,mary ellen gulch,6130,,,Utah County,-1,305,3000,15.25458,77.92823,2633.89111,15.25458,77.92823,2633.89111
1079,1881,14420,12/17/2012,Salt Lake,brighton hill to peak 10420,2012-12-17,10420,90,40.600084,-111.558387,10420,2251,,,Big Cottonwood Canyon;Wasatch County,10420,120,2000,20.88771,251.08237,3151.57935,20.88771,251.08237,3151.57935
1080,1883,14414,12/15/2012,Salt Lake,rocky point,2012-12-15,rocky point,100,40.578013,-111.598088,rocky point,2369,,,Little Cottonwood Canyon;Utah County,10490,320,1000,4.81755,250.06148,3190.25952,4.81755,250.06148,3190.25952
